VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
5YJ3E1EA9J,King,NEWCASTLE,WA,98059,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,41,319682492,POINT (-122.132064 47.494834)
1N4AZ0CP1D,King,MERCER ISLAND,WA,98040,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,41,256333325,POINT (-122.227947 47.565443)
WBY1Z2C58E,Kitsap,BAINBRIDGE ISLAND,WA,98110,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,41350,23,273543287,POINT (-122.534497 47.643688)
2C4RC1N71J,King,SEATTLE,WA,98105,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,39995,46,172743630,POINT (-122.298657 47.663771)
5YJ3E1EB7L,Pierce,TACOMA,WA,98498,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,28,109694595,POINT (-122.55645 47.162344)
1G1RB6S57H,Snohomish,MONROE,WA,98272,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,39,252116119,POINT (-121.92791 47.853585)
1G1RA6S55H,Spokane,SPOKANE VALLEY,WA,99216,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,4,348596790,POINT (-117.21431000000001 47.670727)
5YJXCAE27K,Pierce,BONNEY LAKE,WA,98391,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,88000,31,258486357,POINT (-122.170798 47.184615)
WVWKP7AU2G,Clark,VANCOUVER,WA,98686,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,28995,17,477670343,POINT (-122.62873500000002 45.715902)
1N4AZ0CP9D,Clark,CAMAS,WA,98607,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,18,477252415,POINT (-122.40849800000001 45.620943)
5YJYGDEE6L,King,ISSAQUAH,WA,98027,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,41,107605753,POINT (-122.010741 47.506838)
5YJSA1E14G,King,CLYDE HILL,WA,98004,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,48,184850088,POINT (-122.20316899999999 47.619011)
5YJYGDEE0L,Skagit,BOW,WA,98232,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,40,114714316,POINT (-122.413741 48.5603)
1G1RA6S54J,King,MAPLE VALLEY,WA,98038,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,34095,5,110302671,POINT (-122.02812000000002 47.393554)
5YJ3E1EBXJ,King,SEATTLE,WA,98109,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,43,475853493,POINT (-122.346385 47.630685)
WA1LAAGE1K,King,SEATTLE,WA,98105,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,46,211853575,POINT (-122.298657 47.663771)
5YJ3E1EB2J,King,SEATTLE,WA,98115,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,46,307728116,POINT (-122.297534 47.685291)
5YJ3E1EB4K,Pierce,PUYALLUP,WA,98375,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,2,314967992,POINT (-122.321062 47.10379700000001)
1G1RE6E4XE,Snohomish,LYNNWOOD,WA,98037,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,32,137651636,POINT (-122.287614 47.83874)
1N4AZ0CP6E,Snohomish,EDMONDS,WA,98020,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,21,260538085,POINT (-122.370709 47.801416)
1N4AZ0CP3D,King,RENTON,WA,98059,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,11,154180778,POINT (-122.132064 47.494834)
WBY1Z2C59G,King,SEATTLE,WA,98126,2016,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,42400,34,231090905,POINT (-122.37486399999999 47.548552)
WA1F2AFY1L,King,SEATTLE,WA,98112,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,43,104504480,POINT (-122.296466 47.631708)
1G1RA6S59H,Kitsap,BREMERTON,WA,98311,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,23,165924069,POINT (-122.63579400000002 47.630602)
1N4AZ0CP2D,Kitsap,BREMERTON,WA,98310,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,23,179433110,POINT (-122.62320800000002 47.590898)
5YJ3E1EA0L,King,SEATTLE,WA,98116,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,34,1946598,POINT (-122.394511 47.574001)
WAUUPBFF6G,King,SEATTLE,WA,98107,2016,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,37900,36,232184557,POINT (-122.375438 47.667804)
5YJSA1E21H,King,ISSAQUAH,WA,98027,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,5,257195921,POINT (-122.010741 47.506838)
1N4AZ0CP6F,King,SEATTLE,WA,98125,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,46,110149476,POINT (-122.303604 47.716244)
WBY1Z4C56G,Kitsap,BAINBRIDGE ISLAND,WA,98110,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,23,123074297,POINT (-122.534497 47.643688)
1FADP5CUXD,King,SAMMAMISH,WA,98075,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,41,155211661,POINT (-122.028168 47.586173)
5YJXCDE25J,Cowlitz,LONGVIEW,WA,98632,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,19,292949660,POINT (-123.01174600000002 46.173162)
5YJ3E1EA8L,King,SEATTLE,WA,98125,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,46,126133227,POINT (-122.303604 47.716244)
1G1FX6S04J,Pierce,TACOMA,WA,98406,2018,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,27,475029782,POINT (-122.50257399999998 47.262788)
5YJYGDEE5L,King,KIRKLAND,WA,98033,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,45,124329579,POINT (-122.188994 47.678406)
5YJ3E1EB2K,Snohomish,EDMONDS,WA,98020,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,32,475427319,POINT (-122.370709 47.801416)
5YJSA1S26F,King,SEATTLE,WA,98105,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,140467848,POINT (-122.298657 47.663771)
5YJ3E1EBXL,Lewis,WINLOCK,WA,98596,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,20,133849124,POINT (-122.924482 46.495349)
WP1AE2AY7K,King,SEATTLE,WA,98119,2019,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,36,102723589,POINT (-122.36772100000002 47.639264)
1N4AZ0CPXD,Thurston,OLYMPIA,WA,98501,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,22,5617937,POINT (-122.87404199999999 46.998873)
1G1FW6S03J,Kitsap,SUQUAMISH,WA,98392,2018,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,23,106381390,POINT (-122.56117100000002 47.734395)
5YJ3E1EC2L,Pierce,PUYALLUP,WA,98375,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,2,4980146,POINT (-122.321062 47.10379700000001)
1G1RD6E43C,King,RENTON,WA,98058,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,47,261546757,POINT (-122.137386 47.444808)
1G1FW6S05H,Kitsap,POULSBO,WA,98370,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,23,243858541,POINT (-122.63339300000001 47.748427)
5YJ3E1EAXJ,King,SEATTLE,WA,98122,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,43,118651613,POINT (-122.303413 47.61065)
5YJ3E1EB2K,King,SEATTLE,WA,98125,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,46,476206797,POINT (-122.303604 47.716244)
5YJYGDEF5L,Snohomish,MUKILTEO,WA,98275,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,21,109998374,POINT (-122.30250700000002 47.911921)
1G1RB6S53H,Snohomish,GRANITE FALLS,WA,98252,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,39,162660214,POINT (-121.788196 48.071568)
5YJ3E1EBXJ,King,BELLEVUE,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,41,474145276,POINT (-122.151342 47.560192)
1N4AZ0CP3D,King,SEATTLE,WA,98125,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,46,101771057,POINT (-122.303604 47.716244)
5YJYGDEF5L,Snohomish,BRIER,WA,98036,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,112576782,POINT (-122.28185600000002 47.811678)
1FADP5CU4E,King,AUBURN,WA,98092,2014,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31635,31,185842485,POINT (-122.148214 47.292978)
5YJ3E1EB3J,Kitsap,SILVERDALE,WA,98383,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,23,473696919,POINT (-122.70405600000001 47.66424000000001)
1G1FY6S05L,King,SEATTLE,WA,98101,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,43,118202829,POINT (-122.334341 47.611423)
JTDKARFP9H,Kitsap,PORT ORCHARD,WA,98367,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,26,348157505,POINT (-122.65890100000001 47.466778)
1G1RH6E44D,Snohomish,BOTHELL,WA,98012,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,1,127875408,POINT (-122.20151499999999 47.843376)
5YJSA1E26G,King,SEATTLE,WA,98107,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,43,235164156,POINT (-122.375438 47.667804)
1G1RD6E43C,Stevens,EVANS,WA,99126,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,7,5012213,POINT (-117.97713600000002 48.748803)
5YJ3E1EB4J,Jefferson,PORT LUDLOW,WA,98365,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,24,311529193,POINT (-122.69441 47.905058)
5YJSA1DP9D,King,SEATAC,WA,98188,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,33,321463950,POINT (-122.276826 47.449726)
5YJ3E1EC2L,King,SEATTLE,WA,98117,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,36,111543673,POINT (-122.379354 47.687571)
WBAJA9C55K,King,BELLEVUE,WA,98006,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,41,474956191,POINT (-122.151342 47.560192)
5YJ3E1EA0L,King,ISSAQUAH,WA,98029,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,5,6100335,POINT (-122.014191 47.559121)
1N4AZ0CP9D,San Juan,FRIDAY HARBOR,WA,98250,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,40,126507776,POINT (-123.084302 48.544106)
1FADP5CU4G,Mason,SHELTON,WA,98584,2016,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31770,35,215036972,POINT (-123.09921000000001 47.225326)
WDC0G5EB5K,King,BELLEVUE,WA,98004,2019,MERCEDES-BENZ,GLC350E 4MATIC,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,50650,41,181050537,POINT (-122.20316899999999 47.619011)
5YJSA1E20K,King,SEATTLE,WA,98117,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,79000,36,476484543,POINT (-122.379354 47.687571)
JHMZC5F19J,Thurston,TENINO,WA,98589,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,20,308081070,POINT (-122.842388 46.855401)
1G1RD6E4XE,New London,PAWCATUCK,CT,06379,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,,217175514,POINT (-71.85205 41.37399500000001)
5YJXCBE22G,Pierce,GIG HARBOR,WA,98335,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,26,177131685,POINT (-122.612932 47.300296)
5YJXCBE28M,King,NEWCASTLE,WA,98059,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,131384137,POINT (-122.132064 47.494834)
5YJ3E1EA9J,King,REDMOND,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,48,122207270,POINT (-122.122018 47.678465)
JTDKN3DP6D,King,RENTON,WA,98056,2013,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,41,134582724,POINT (-122.183961 47.510245)
5YJYGDEE3L,King,SAMMAMISH,WA,98075,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,41,111738189,POINT (-122.028168 47.586173)
5YJYGDEE9L,Pierce,BONNEY LAKE,WA,98391,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,31,115320271,POINT (-122.170798 47.184615)
JTDKN3DP6D,Island,LANGLEY,WA,98260,2013,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,10,2293175,POINT (-122.43813200000001 48.029812)
KL8CL6S05E,Whitman,COLFAX,WA,99111,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,26685,9,319815030,POINT (-117.40253399999999 46.874673)
1N4AZ0CP6F,Kitsap,BAINBRIDGE ISLAND,WA,98110,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,23,177326635,POINT (-122.534497 47.643688)
5YJSA1E27J,King,SEATTLE,WA,98116,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,34,475540222,POINT (-122.394511 47.574001)
5YJYGDEE3L,King,BELLEVUE,WA,98005,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,41,110045246,POINT (-122.168422 47.614824)
JTDKARFP9H,Thurston,OLYMPIA,WA,98502,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,22,165139775,POINT (-122.97996899999998 47.078241)
1G1RC6S56H,King,SEATTLE,WA,98115,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,46,218078094,POINT (-122.297534 47.685291)
5YJ3E1EB2J,Clark,CAMAS,WA,98607,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,18,135145972,POINT (-122.40849800000001 45.620943)
WP1AE2AY1K,King,SEATTLE,WA,98133,2019,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,32,112510527,POINT (-122.343983 47.73996900000001)
1G1RB6S58H,King,FEDERAL WAY,WA,98023,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,30,237130659,POINT (-122.362029 47.308531)
WBY8P4C57K,King,SEATTLE,WA,98122,2019,BMW,I3 WITH RANGE EXTENDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,44450,37,3151508,POINT (-122.303413 47.61065)
KL8CK6S00F,King,SEATTLE,WA,98146,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,25170,34,474748802,POINT (-122.35720600000002 47.501207)
5YJ3E1EB0K,King,BELLEVUE,WA,98005,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,41,192406672,POINT (-122.168422 47.614824)
1G1RB6E45F,Spokane,SPOKANE,WA,99217,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34170,4,137861685,POINT (-117.298545 47.726505)
5YJ3E1EA3J,Clark,BATTLE GROUND,WA,98604,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,18,133665976,POINT (-122.52265700000001 45.795099)
5YJ3E1EB1J,San Juan,FRIDAY HARBOR,WA,98250,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,40,125351992,POINT (-123.084302 48.544106)
JHMZC5F16J,Island,CAMANO ISLAND,WA,98282,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,10,476560388,POINT (-122.47312700000002 48.184535)
1G1RB6S5XH,Snohomish,EVERETT,WA,98203,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,38,282402844,POINT (-122.227707 47.943014)
1N4AZ0CP3D,Clark,VANCOUVER,WA,98682,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,17,138264857,POINT (-122.508465 45.670446)
1G1RB6S51H,Snohomish,MUKILTEO,WA,98275,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,21,183054868,POINT (-122.30250700000002 47.911921)
JTDKN3DP5D,King,REDMOND,WA,98053,2013,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,45,217626167,POINT (-122.024951 47.670286)
5YJ3E1EAXJ,King,MEDINA,WA,98039,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,48,476091073,POINT (-122.23458900000001 47.626443)
5YJYGDEE3M,Thurston,OLYMPIA,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,131430799,POINT (-122.78187600000001 47.089772)
5YJSA1E28G,King,SEATTLE,WA,98105,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,46,208510858,POINT (-122.298657 47.663771)
1N4AZ0CP6F,King,SAMMAMISH,WA,98075,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,41,6855264,POINT (-122.028168 47.586173)
5YJ3E1EB1J,King,BELLEVUE,WA,98007,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,41,475762360,POINT (-122.14323100000001 47.611666)
5YJ3E1EA4K,King,AUBURN,WA,98001,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,30,327030217,POINT (-122.266685 47.308313)
5YJSA1E27H,King,SEATTLE,WA,98103,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,43,143972321,POINT (-122.343577 47.672491)
5YJYGDEE0L,Kittitas,ELLENSBURG,WA,98926,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,13,124725331,POINT (-120.43121 47.03041)
5YJ3E1EA4K,Whatcom,BELLINGHAM,WA,98226,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,42,133763612,POINT (-122.454718 48.801538)
KNAGV4LDXJ,Pierce,LAKEWOOD,WA,98499,2018,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,35210,29,297499051,POINT (-122.50515800000001 47.165685)
KL8CL6S02F,King,KIRKLAND,WA,98033,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,25170,45,104864294,POINT (-122.188994 47.678406)
5YJ3E1EB0K,King,SEATTLE,WA,98125,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,46,182562943,POINT (-122.303604 47.716244)
1G1RA6E4XD,Benton,KENNEWICK,WA,99336,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,8,222922451,POINT (-119.178978 46.212959)
5YJSA1H23F,King,RENTON,WA,98056,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,11,180787659,POINT (-122.183961 47.510245)
1N4AZ0CP6D,King,VASHON,WA,98070,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,34,190234180,POINT (-122.469161 47.415443)
5YJXCDE26J,King,SEATTLE,WA,98109,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,36,475896515,POINT (-122.346385 47.630685)
WBAJB1C51K,King,SEATTLE,WA,98108,2019,BMW,530E XDRIVE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,55700,37,107333446,POINT (-122.31336800000001 47.54411)
5YJXCAE2XH,Klickitat,WHITE SALMON,WA,98672,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,14,165824452,POINT (-121.469889 45.795046)
5YJSA1E27G,King,SEATTLE,WA,98118,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,37,2996724,POINT (-122.275593 47.54055)
1N4AZ1CP8K,Snohomish,EVERETT,WA,98201,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,38,142206508,POINT (-122.195157 47.988773)
5YJ3E1EC4L,Thurston,OLYMPIA,WA,98502,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,22,127326482,POINT (-122.97996899999998 47.078241)
5YJ3E1EBXL,Pierce,PUYALLUP,WA,98374,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,25,115418222,POINT (-122.26536800000001 47.133331)
5YJSA1E28G,King,MERCER ISLAND,WA,98040,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,41,227592361,POINT (-122.227947 47.565443)
3FA6P0SUXD,Pierce,PUYALLUP,WA,98375,2013,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,38700,2,1310802,POINT (-122.321062 47.10379700000001)
